;estado;cidade;populacao;pib;pib_percapita
4916;MINAS GERAIS;Santa Maria do Salto;5989;25498.65429688;4257.58007812
4917;TOCANTINS;Aragominas;5555;38742.546875;6974.35986328
4918;MARANHAO;Sao Joao Batista;18570;47761.42578125;2571.9699707
4919;SAO PAULO;Santana de Parnaiba;114321;3233583.0;28285.11914062
4920;SANTA CATARINA;Santa Terezinha;9363;134408.484375;14355.28027344
4921;PARANA;Sulina;3434;42495.37109375;12374.88964844
4922;SAO PAULO;Pirapora do Bom Jesus;15706;123798.3671875;7882.22998047
4923;SAO PAULO;Americo de Campos;5488;49532.8203125;9025.66015625
4924;ACRE;Xapuri;15079;150262.34375;9965.00976562
4925;SANTA CATARINA;Rodeio;11215;133049.5625;11863.54003906
4926;RIO GRANDE DO SUL;Mormaco;2713;48588.73046875;17909.58984375
4927;SAO PAULO;Carapicuiba;392701;3068291.25;7813.29980469
4928;RIO GRANDE DO NORTE;Florania;8487;41976.34375;4945.95996094
4929;MINAS GERAIS;Itanhomi;12357;63975.62109375;5177.27978516
4930;SANTA CATARINA;Fraiburgo;36469;505606.65625;13864.00976562
4931;SAO PAULO;Sao Paulo;11037593;389317152.0;35271.9296875
4932;PARAIBA;Vieiropolis;4908;16745.3203125;3411.84008789
4933;BAHIA;Ruy Barbosa;30422;125032.375;4109.93017578
4934;BAHIA;Olindina;24557;92409.46875;3763.06005859
4935;RIO GRANDE DO SUL;Nova Candelaria;2789;64413.734375;23095.640625
4936;ESPIRITO SANTO;Apiaca;7883;48217.1796875;6116.60009766
4937;PARANA;Santa Ines;1882;20552.97460938;10920.8203125
4938;RIO GRANDE DO SUL;Arroio Grande;18748;313982.40625;16747.51953125
4939;TOCANTINS;Rio dos Bois;2136;29670.2109375;13890.54980469
4940;ESPIRITO SANTO;Piuma;17212;127082.0078125;7383.33984375
4941;SAO PAULO;Birigui;110911;1409186.625;12705.55957031
4942;MATO GROSSO;Sorriso;60028;2339762.25;38977.8515625
4943;MINAS GERAIS;Bicas;14309;95820.9765625;6696.54980469
4944;TOCANTINS;Novo Alegre;1802;14066.19335938;7805.87988281
4945;ESPIRITO SANTO;Viana;60829;893107.0;14682.25976562
4946;MINAS GERAIS;Barao de Cocais;28074;349174.84375;12437.66015625
4947;SANTA CATARINA;Nova Trento;12025;169361.8125;14084.13964844
4948;RIO GRANDE DO SUL;Cruzaltense;2266;28069.95703125;12387.45019531
4949;SAO PAULO;Franco da Rocha;131366;1564532.625;11909.71972656
4950;MINAS GERAIS;Luz;17835;245971.703125;13791.51953125
4951;MINAS GERAIS;Cristiano Otoni;5039;37144.7109375;7371.43994141
4952;PIAUI;Luzilandia;25099;84202.2109375;3354.80004883
4953;SAO PAULO;Herculandia;9125;113647.359375;12454.50976562
4954;SAO PAULO;Sao Simao;14329;217419.265625;15173.37011719
4955;SERGIPE;Simao Dias;38343;238324.46875;6215.58984375
4956;PARANA;Palmas;43409;415964.96875;9582.45996094
4957;RIO DE JANEIRO;Mesquita;190056;1506850.625;7928.45996094
4958;PARA;Pau_D'Arco;6522;36384.5546875;5578.74023438
4959;GOIAS;Colinas do Sul;4026;21580.93164062;5360.39013672
4960;MINAS GERAIS;Piedade de Ponte Nova;4273;31068.96875;7271.0
4961;PARAIBA;Tacima;9854;34820.75;3533.66992188
4962;SAO PAULO;Olimpia;50602;931039.375;18399.25976562
4963;PARANA;Santa Helena;24198;287765.59375;11892.12011719
4964;PARANA;Cascavel;296254;4991770.0;16849.63085938
4965;ALAGOAS;Sao Miguel dos Campos;54064;524210.28125;9696.11035156
4966;GOIAS;Cidade Ocidental;52380;212909.28125;4064.70996094
4967;RIO GRANDE DO SUL;Feliz;12198;186196.921875;15264.54980469
4968;SANTA CATARINA;Mirim Doce;2583;62780.0703125;24305.09960938
4969;PIAUI;Sao Juliao;6111;20749.42382812;3395.41992188
4970;SANTA CATARINA;Santa Helena;2484;34116.1953125;13734.37988281
4971;SAO PAULO;Tuiuti;6284;68014.0390625;10823.37011719
4972;PARA;Brejo Grande do Araguaia;7688;32709.0234375;4254.56005859
4973;PIAUI;Caraubas do Piaui;5595;20702.53710938;3700.18994141
4974;GOIAS;Campos Verdes;6093;29449.41210938;4833.31982422
4975;AMAZONAS;Jutai;16791;68712.0;4092.18994141
4976;MINAS GERAIS;Morro da Garca;2966;39328.984375;13259.94042969
4977;MATO GROSSO DO SUL;Pedro Gomes;8537;112090.9921875;13130.01953125
4978;GOIAS;Anhanguera;1018;8194.40429688;8049.50976562
4979;MATO GROSSO;Sao Jose do Povo;3451;26840.12890625;7777.49023438
4980;RONDONIA;Castanheiras;3685;53634.8203125;14554.90039062
4981;MINAS GERAIS;Conceicao do Mato Dentro;18534;111202.734375;5999.93017578
4982;PARA;Medicilandia;23682;134716.71875;5688.56982422
4983;MINAS GERAIS;Sao Geraldo da Piedade;4865;23582.0546875;4847.29003906
4984;SAO PAULO;Lutecia;2855;45721.30078125;16014.46972656
4985;PARANA;Terra Rica;15060;177265.890625;11770.63964844
4986;MARANHAO;Santa Ines;85701;421676.125;4920.31982422
4987;SAO PAULO;Campina do Monte Alegre;5560;73844.609375;13281.40039062
4988;RIO GRANDE DO SUL;Presidente Lucena;2526;35092.86328125;13892.66015625
4989;MARANHAO;Lago Verde;15103;54978.83203125;3640.26000977
4990;PARAIBA;Monte Horebe;4498;17304.15234375;3847.08007812
4991;PIAUI;Picos;73021;578547.3125;7923.02978516
4992;MINAS GERAIS;Alpinopolis;18619;215429.453125;11570.41015625
4993;RIO GRANDE DO SUL;Pedras Altas;2638;47907.4765625;18160.52929688
4994;MINAS GERAIS;Ibiai;7907;37470.42578125;4738.89013672
4995;SAO PAULO;Ibirarema;7235;97352.359375;13455.75
4996;SAO PAULO;Terra Roxa;8619;76626.2578125;8890.38964844
4997;BAHIA;Itaete;14664;57720.859375;3936.22998047
4998;MARANHAO;Porto Rico do Maranhao;7179;31663.69140625;4410.60009766
4999;PIAUI;Morro Cabeca No Tempo;4378;13979.54101562;3193.12988281
5000;PARANA;Cornelio Procopio;48544;698087.4375;14380.50976562
5001;PARANA;Marilandia do Sul;9197;144476.171875;15709.04980469
5002;BAHIA;Livramento de Nossa Senhora;44568;222608.734375;4994.81005859
5003;AMAZONAS;Santa Isabel do Rio Negro;18506;56945.6171875;3077.13989258
5004;SAO PAULO;Maracai;13710;460151.53125;33563.19921875
5005;RIO GRANDE DO SUL;Ipiranga do Sul;2029;44232.87890625;21800.33007812
5006;PERNAMBUCO;Sao Jose do Egito;31792;140408.234375;4416.45996094
5007;SAO PAULO;Estiva Gerbi;9657;177056.328125;18334.50976562
5008;RIO GRANDE DO NORTE;Felipe Guerra;5875;50226.83203125;8549.25
5009;SAO PAULO;Barretos;113618;1653910.75;14556.76953125
5010;MINAS GERAIS;Ilicinea;11828;90500.046875;7651.33984375
5011;MINAS GERAIS;Conselheiro Pena;22539;167532.78125;7433.02001953
5012;ALAGOAS;Paripueira;10222;44169.84765625;4321.06005859
5013;GOIAS;Panama;2665;49949.5390625;18742.7890625
5014;MATO GROSSO;Nova Nazare;2955;27923.3046875;9449.50976562
5015;BAHIA;Nova Ibia;7029;33765.703125;4803.77001953
5016;MINAS GERAIS;Extrema;27155;1394322.5;51346.80078125
5017;MINAS GERAIS;Sete Lagoas;225358;4105512.0;18217.73046875
5018;PERNAMBUCO;Riacho das Almas;18930;88251.09375;4661.97021484
5019;BAHIA;Inhambupe;36719;163543.890625;4453.93017578
5020;BAHIA;Ibicoara;16940;226989.453125;13399.61035156
5021;AMAZONAS;Humaita;40735;225637.4375;5539.14990234
5022;BAHIA;Pedrao;7597;24826.99804688;3268.0
5023;TOCANTINS;Santa Maria do Tocantins;2807;20152.46484375;7179.35986328
5024;MINAS GERAIS;Casa Grande;2129;17346.85742188;8147.89013672
5025;PARAIBA;Sao Jose de Princesa;4756;17805.90820312;3743.87988281
5026;PERNAMBUCO;Ibimirim;29018;122712.40625;4228.83984375
5027;RIO GRANDE DO SUL;Rolador;2869;39476.296875;13759.59960938
